Exp,Site,Hole,Core,CoreType,Section,TopOffset,BottomOffset,Depth,Data
1,1,C,1,Z,1,48.0,48.0,0.48,63.326
1,1,C,1,Z,1,49.0,49.0,0.49,22.864
1,1,C,1,Z,1,50.0,50.0,0.5,28.882
1,1,C,1,Z,1,51.0,51.0,0.51,72.117
1,1,C,1,Z,1,52.0,52.0,0.52,90.264
1,1,C,1,Z,1,53.0,53.0,0.53,38.821
1,1,C,1,Z,1,54.0,54.0,0.54,45.891
1,1,C,1,Z,1,55.0,55.0,0.55,40.469
1,1,C,1,Z,1,56.0,56.0,0.56,16.495
1,1,C,1,Z,1,57.0,57.0,0.57,96.945
1,1,C,1,Z,1,58.0,58.0,0.58,62.074
1,1,C,1,Z,1,59.0,59.0,0.59,4.317
1,1,C,1,Z,1,60.0,60.0,0.6,37.131
1,1,C,1,Z,1,61.0,61.0,0.61,66.255
1,1,C,1,Z,1,62.0,62.0,0.62,53.669
1,1,C,1,Z,1,63.0,63.0,0.63,33.815
1,1,C,1,Z,1,64.0,64.0,0.64,32.717
1,1,C,1,Z,1,65.0,65.0,0.65,6.974
1,1,C,1,Z,1,66.0,66.0,0.66,11.078
1,1,C,1,Z,1,67.0,67.0,0.67,86.942
1,1,C,1,Z,1,68.0,68.0,0.68,34.856
1,1,C,1,Z,1,69.0,69.0,0.69,92.201
1,1,C,1,Z,1,70.0,70.0,0.7,59.524
1,1,C,1,Z,1,71.0,71.0,0.71,47.109
1,1,C,1,Z,1,72.0,72.0,0.72,8.572
1,1,C,1,Z,1,73.0,73.0,0.73,34.873
1,1,C,1,Z,1,74.0,74.0,0.74,86.599
1,1,C,1,Z,1,75.0,75.0,0.75,96.542
1,1,C,1,Z,1,76.0,76.0,0.76,16.559
1,1,C,1,Z,1,77.0,77.0,0.77,47.513
1,1,C,1,Z,1,78.0,78.0,0.78,98.661
1,1,C,1,Z,1,79.0,79.0,0.79,26.386
1,1,C,1,Z,1,80.0,80.0,0.8,48.793
1,1,C,1,Z,1,81.0,81.0,0.81,15.821
1,1,C,1,Z,1,82.0,82.0,0.82,21.349
1,1,C,1,Z,1,83.0,83.0,0.83,5.802
1,1,C,1,Z,1,84.0,84.0,0.84,17.743
1,1,C,1,Z,1,85.0,85.0,0.85,39.946
1,1,C,1,Z,1,86.0,86.0,0.86,57.735
1,1,C,1,Z,1,87.0,87.0,0.87,82.961
1,1,C,1,Z,1,88.0,88.0,0.88,0.16
1,1,C,1,Z,1,89.0,89.0,0.89,34.896
1,1,C,1,Z,1,90.0,90.0,0.9,60.376
1,1,C,1,Z,1,91.0,91.0,0.91,29.093
1,1,C,1,Z,1,92.0,92.0,0.92,94.352
1,1,C,1,Z,1,93.0,93.0,0.93,85.292
1,1,C,1,Z,1,94.0,94.0,0.94,14.881
1,1,C,1,Z,1,95.0,95.0,0.95,66.236
1,1,C,1,Z,1,96.0,96.0,0.96,77.376
1,1,C,1,Z,1,97.0,97.0,0.97,39.259
1,1,C,1,Z,1,98.0,98.0,0.98,73.43
1,1,C,1,Z,1,99.0,99.0,0.99,75.817
1,1,C,3,Z,1,0.0,0.0,2.0,78.51
1,1,C,3,Z,1,1.0,1.0,2.01,21.231
1,1,C,3,Z,1,2.0,2.0,2.02,61.592
1,1,C,3,Z,1,3.0,3.0,2.03,94.874
1,1,C,3,Z,1,4.0,4.0,2.04,61.733
1,1,C,3,Z,1,5.0,5.0,2.05,6.905
1,1,C,3,Z,1,6.0,6.0,2.06,75.539
1,1,C,3,Z,1,7.0,7.0,2.07,62.559
1,1,C,3,Z,1,8.0,8.0,2.08,94.176
1,1,C,3,Z,1,9.0,9.0,2.09,97.771
1,1,C,3,Z,1,10.0,10.0,2.1,65.115
1,1,C,3,Z,1,11.0,11.0,2.11,13.807
1,1,C,3,Z,1,12.0,12.0,2.12,16.434
1,1,C,3,Z,1,13.0,13.0,2.13,54.035
1,1,C,3,Z,1,14.0,14.0,2.14,8.745
1,1,C,3,Z,1,15.0,15.0,2.15,36.592
1,1,C,3,Z,1,16.0,16.0,2.16,65.114
1,1,C,3,Z,1,17.0,17.0,2.17,83.286
1,1,C,3,Z,1,18.0,18.0,2.18,27.017
1,1,C,3,Z,1,19.0,19.0,2.19,54.026
1,1,C,3,Z,1,20.0,20.0,2.2,80.741
1,1,C,3,Z,1,21.0,21.0,2.21,74.976
1,1,C,3,Z,1,22.0,22.0,2.22,95.246
1,1,C,3,Z,1,23.0,23.0,2.23,62.958
1,1,C,3,Z,1,24.0,24.0,2.24,36.111
1,1,C,3,Z,1,25.0,25.0,2.25,10.181
1,1,C,3,Z,1,26.0,26.0,2.26,19.961
1,1,C,3,Z,1,27.0,27.0,2.27,67.457
1,1,C,3,Z,1,28.0,28.0,2.28,83.137
1,1,C,3,Z,1,29.0,29.0,2.29,45.152
1,1,C,3,Z,1,30.0,30.0,2.3,13.129
1,1,C,3,Z,1,31.0,31.0,2.31,69.197
1,1,C,3,Z,1,32.0,32.0,2.32,45.42
1,1,C,3,Z,1,33.0,33.0,2.33,16.033
1,1,C,3,Z,1,34.0,34.0,2.34,75.091
1,1,C,3,Z,1,35.0,35.0,2.35,94.642
1,1,C,3,Z,1,36.0,36.0,2.36,44.713
1,1,C,3,Z,1,37.0,37.0,2.37,74.523
1,1,C,3,Z,1,38.0,38.0,2.38,20.117
1,1,C,3,Z,1,39.0,39.0,2.39,51.385
1,1,C,3,Z,1,40.0,40.0,2.4,40.381
1,1,C,3,Z,1,41.0,41.0,2.41,19.82
1,1,C,3,Z,1,42.0,42.0,2.42,36.014
1,1,C,3,Z,1,43.0,43.0,2.43,38.809
1,1,C,3,Z,1,44.0,44.0,2.44,75.568
1,1,C,3,Z,1,45.0,45.0,2.45,96.986
1,1,C,3,Z,1,46.0,46.0,2.46,71.316
1,1,C,3,Z,1,47.0,47.0,2.47,77.653
1,1,C,3,Z,1,48.0,48.0,2.48,92.198
1,1,C,3,Z,1,49.0,49.0,2.49,69.257
1,1,C,3,Z,1,50.0,50.0,2.5,93.522
1,1,C,3,Z,1,51.0,51.0,2.51,77.35
1,1,C,3,Z,1,52.0,52.0,2.52,24.848
1,1,C,3,Z,1,53.0,53.0,2.53,12.164
1,1,C,3,Z,1,54.0,54.0,2.54,45.876
1,1,C,3,Z,1,55.0,55.0,2.55,9.264
1,1,C,3,Z,1,56.0,56.0,2.56,35.457
1,1,C,3,Z,1,57.0,57.0,2.57,20.369
1,1,C,3,Z,1,58.0,58.0,2.58,13.896
1,1,C,3,Z,1,59.0,59.0,2.59,69.275
1,1,C,3,Z,1,60.0,60.0,2.6,21.112
1,1,C,3,Z,1,61.0,61.0,2.61,59.083
1,1,C,3,Z,1,62.0,62.0,2.62,74.266
1,1,C,3,Z,1,63.0,63.0,2.63,11.724
1,1,C,3,Z,1,64.0,64.0,2.64,7.413
1,1,C,3,Z,1,65.0,65.0,2.65,7.171
1,1,C,3,Z,1,66.0,66.0,2.66,76.337
1,1,C,3,Z,1,67.0,67.0,2.67,74.979
1,1,C,3,Z,1,68.0,68.0,2.68,19.461
1,1,C,3,Z,1,69.0,69.0,2.69,4.177
1,1,C,3,Z,1,70.0,70.0,2.7,73.147
1,1,C,3,Z,1,71.0,71.0,2.71,33.62
1,1,C,3,Z,1,72.0,72.0,2.72,20.887
1,1,C,3,Z,1,73.0,73.0,2.73,56.368
1,1,C,3,Z,1,74.0,74.0,2.74,3.324
1,1,C,3,Z,1,75.0,75.0,2.75,61.528
1,1,C,3,Z,1,76.0,76.0,2.76,47.377
1,1,C,3,Z,1,77.0,77.0,2.77,13.216
1,1,C,3,Z,1,78.0,78.0,2.78,6.282
1,1,C,3,Z,1,79.0,79.0,2.79,48.587
1,1,C,3,Z,1,80.0,80.0,2.8,26.6
1,1,C,3,Z,1,81.0,81.0,2.81,65.313
1,1,C,3,Z,1,82.0,82.0,2.82,54.79
1,1,C,3,Z,1,83.0,83.0,2.83,15.739
1,1,C,3,Z,1,84.0,84.0,2.84,51.616
1,1,C,3,Z,1,85.0,85.0,2.85,68.766
1,1,C,3,Z,1,86.0,86.0,2.86,18.273
1,1,C,3,Z,1,87.0,87.0,2.87,42.84
1,1,C,3,Z,1,88.0,88.0,2.88,11.455
1,1,C,3,Z,1,89.0,89.0,2.89,47.725
1,1,C,3,Z,1,90.0,90.0,2.9,3.659
1,1,C,3,Z,1,91.0,91.0,2.91,39.071
1,1,C,3,Z,1,92.0,92.0,2.92,60.535
1,1,C,3,Z,1,93.0,93.0,2.93,80.878
1,1,C,3,Z,1,94.0,94.0,2.94,64.237
1,1,C,3,Z,1,95.0,95.0,2.95,53.588
1,1,C,3,Z,1,96.0,96.0,2.96,3.032
1,1,C,3,Z,1,97.0,97.0,2.97,58.26
1,1,C,3,Z,1,98.0,98.0,2.98,64.932
1,1,C,3,Z,1,99.0,99.0,2.99,69.861
1,1,C,2,Z,1,0.0,0.0,1.0,36.584
1,1,C,2,Z,1,1.0,1.0,1.01,17.566
1,1,C,2,Z,1,2.0,2.0,1.02,25.637
1,1,C,2,Z,1,3.0,3.0,1.03,88.807
1,1,C,2,Z,1,4.0,4.0,1.04,68.106
1,1,C,2,Z,1,5.0,5.0,1.05,11.209
1,1,C,2,Z,1,6.0,6.0,1.06,73.657
1,1,C,2,Z,1,7.0,7.0,1.07,79.243
1,1,C,2,Z,1,8.0,8.0,1.08,22.796
1,1,C,2,Z,1,9.0,9.0,1.09,38.002
1,1,C,2,Z,1,10.0,10.0,1.1,63.872
1,1,C,2,Z,1,11.0,11.0,1.11,58.57
1,1,C,2,Z,1,12.0,12.0,1.12,60.804
1,1,C,2,Z,1,13.0,13.0,1.13,70.342
1,1,C,2,Z,1,14.0,14.0,1.14,48.537
1,1,C,2,Z,1,15.0,15.0,1.15,9.463
1,1,C,2,Z,1,16.0,16.0,1.16,76.987
1,1,C,2,Z,1,17.0,17.0,1.17,70.634
1,1,C,2,Z,1,18.0,18.0,1.18,45.329
1,1,C,2,Z,1,19.0,19.0,1.19,9.405
1,1,C,2,Z,1,20.0,20.0,1.2,88.566
1,1,C,2,Z,1,21.0,21.0,1.21,88.854
1,1,C,2,Z,1,22.0,22.0,1.22,70.588
1,1,C,2,Z,1,23.0,23.0,1.23,94.337
1,1,C,2,Z,1,24.0,24.0,1.24,36.697
1,1,C,2,Z,1,25.0,25.0,1.25,47.587
1,1,C,2,Z,1,26.0,26.0,1.26,31.03
1,1,C,2,Z,1,27.0,27.0,1.27,28.22
1,1,C,2,Z,1,28.0,28.0,1.28,47.167
1,1,C,2,Z,1,29.0,29.0,1.29,37.727
1,1,C,2,Z,1,30.0,30.0,1.3,17.035
1,1,C,2,Z,1,31.0,31.0,1.31,8.289
1,1,C,2,Z,1,32.0,32.0,1.32,18.05
1,1,C,2,Z,1,33.0,33.0,1.33,7.959
1,1,C,2,Z,1,34.0,34.0,1.34,71.899
1,1,C,2,Z,1,35.0,35.0,1.35,65.652
1,1,C,2,Z,1,36.0,36.0,1.36,26.369
1,1,C,2,Z,1,37.0,37.0,1.37,34.333
1,1,C,2,Z,1,38.0,38.0,1.38,71.043
1,1,C,2,Z,1,39.0,39.0,1.39,87.742
1,1,C,2,Z,1,40.0,40.0,1.4,91.512
1,1,C,2,Z,1,41.0,41.0,1.41,35.547
1,1,C,2,Z,1,42.0,42.0,1.42,32.047
1,1,C,2,Z,1,43.0,43.0,1.43,24.631
1,1,C,2,Z,1,44.0,44.0,1.44,63.326
1,1,C,2,Z,1,45.0,45.0,1.45,89.236
1,1,C,2,Z,1,46.0,46.0,1.46,51.677
1,1,C,2,Z,1,47.0,47.0,1.47,97.308
1,1,C,2,Z,1,48.0,48.0,1.48,86.228
1,1,C,2,Z,1,49.0,49.0,1.49,40.056
1,1,C,2,Z,1,50.0,50.0,1.5,62.256
1,1,C,2,Z,1,51.0,51.0,1.51,89.638
1,1,C,2,Z,1,52.0,52.0,1.52,22.466
1,1,C,2,Z,1,53.0,53.0,1.53,20.208
1,1,C,2,Z,1,54.0,54.0,1.54,41.221
1,1,C,2,Z,1,55.0,55.0,1.55,70.13
1,1,C,2,Z,1,56.0,56.0,1.56,90.264
1,1,C,2,Z,1,57.0,57.0,1.57,95.33
1,1,C,2,Z,1,58.0,58.0,1.58,1.358
1,1,C,2,Z,1,59.0,59.0,1.59,57.668
1,1,C,2,Z,1,60.0,60.0,1.6,45.387
1,1,C,2,Z,1,61.0,61.0,1.61,43.197
1,1,C,2,Z,1,62.0,62.0,1.62,68.532
1,1,C,2,Z,1,63.0,63.0,1.63,77.909
1,1,C,2,Z,1,64.0,64.0,1.64,59.503
1,1,C,2,Z,1,65.0,65.0,1.65,18.444
1,1,C,2,Z,1,66.0,66.0,1.66,83.729
1,1,C,2,Z,1,67.0,67.0,1.67,72.538
1,1,C,2,Z,1,68.0,68.0,1.68,26.956
1,1,C,2,Z,1,69.0,69.0,1.69,39.508
1,1,C,2,Z,1,70.0,70.0,1.7,97.783
1,1,C,2,Z,1,71.0,71.0,1.71,58.527
1,1,C,2,Z,1,72.0,72.0,1.72,28.483
1,1,C,2,Z,1,73.0,73.0,1.73,20.742
1,1,C,2,Z,1,74.0,74.0,1.74,72.791
1,1,C,2,Z,1,75.0,75.0,1.75,82.985
1,1,C,2,Z,1,76.0,76.0,1.76,76.209
1,1,C,2,Z,1,77.0,77.0,1.77,54.24
1,1,C,2,Z,1,78.0,78.0,1.78,68.296
1,1,C,2,Z,1,79.0,79.0,1.79,13.152
1,1,C,2,Z,1,80.0,80.0,1.8,53.584
1,1,C,2,Z,1,81.0,81.0,1.81,22.33
1,1,C,2,Z,1,82.0,82.0,1.82,20.467
1,1,C,2,Z,1,83.0,83.0,1.83,82.557
1,1,C,2,Z,1,84.0,84.0,1.84,8.51
1,1,C,2,Z,1,85.0,85.0,1.85,29.535
1,1,C,2,Z,1,86.0,86.0,1.86,34.096
1,1,C,2,Z,1,87.0,87.0,1.87,84.951
1,1,C,2,Z,1,88.0,88.0,1.88,88.535
1,1,C,2,Z,1,89.0,89.0,1.89,25.762
1,1,C,2,Z,1,90.0,90.0,1.9,3.843
1,1,C,2,Z,1,91.0,91.0,1.91,64.592
1,1,C,2,Z,1,92.0,92.0,1.92,78.233
1,1,C,2,Z,1,93.0,93.0,1.93,57.601
1,1,C,2,Z,1,94.0,94.0,1.94,16.678
1,1,C,2,Z,1,95.0,95.0,1.95,35.636
1,1,C,2,Z,1,96.0,96.0,1.96,56.22
1,1,C,2,Z,1,97.0,97.0,1.97,51.662
1,1,C,2,Z,1,98.0,98.0,1.98,13.906
1,1,C,2,Z,1,99.0,99.0,1.99,92.733
1,1,C,5,Z,1,0.0,0.0,4.0,77.018
1,1,C,5,Z,1,1.0,1.0,4.01,54.918
1,1,C,5,Z,1,2.0,2.0,4.02,69.398
1,1,C,5,Z,1,3.0,3.0,4.03,57.346
1,1,C,5,Z,1,4.0,4.0,4.04,72.532
1,1,C,5,Z,1,5.0,5.0,4.05,51.793
1,1,C,5,Z,1,6.0,6.0,4.06,81.15
1,1,C,5,Z,1,7.0,7.0,4.07,62.83
1,1,C,5,Z,1,8.0,8.0,4.08,47.183
1,1,C,5,Z,1,9.0,9.0,4.09,84.609
1,1,C,5,Z,1,10.0,10.0,4.1,5.422
1,1,C,5,Z,1,11.0,11.0,4.11,96.939
1,1,C,5,Z,1,12.0,12.0,4.12,76.222
1,1,C,5,Z,1,13.0,13.0,4.13,75.537
1,1,C,5,Z,1,14.0,14.0,4.14,81.614
1,1,C,5,Z,1,15.0,15.0,4.15,9.947
1,1,C,5,Z,1,16.0,16.0,4.16,59.886
1,1,C,5,Z,1,17.0,17.0,4.17,4.374
1,1,C,5,Z,1,18.0,18.0,4.18,90.527
1,1,C,5,Z,1,19.0,19.0,4.19,58.007
1,1,C,5,Z,1,20.0,20.0,4.2,44.7
1,1,C,5,Z,1,21.0,21.0,4.21,65.374
1,1,C,5,Z,1,22.0,22.0,4.22,38.172
1,1,C,5,Z,1,23.0,23.0,4.23,99.691
1,1,C,5,Z,1,24.0,24.0,4.24,16.816
1,1,C,5,Z,1,25.0,25.0,4.25,36.501
1,1,C,5,Z,1,26.0,26.0,4.26,77.762
1,1,C,5,Z,1,27.0,27.0,4.27,80.499
1,1,C,5,Z,1,28.0,28.0,4.28,5.616
1,1,C,5,Z,1,29.0,29.0,4.29,38.474
1,1,C,5,Z,1,30.0,30.0,4.3,76.144
1,1,C,5,Z,1,31.0,31.0,4.31,90.715
1,1,C,5,Z,1,32.0,32.0,4.32,59.534
1,1,C,5,Z,1,33.0,33.0,4.33,89.555
1,1,C,5,Z,1,34.0,34.0,4.34,5.984
1,1,C,5,Z,1,35.0,35.0,4.35,23.976
1,1,C,5,Z,1,36.0,36.0,4.36,41.194
1,1,C,5,Z,1,37.0,37.0,4.37,47.007
1,1,C,5,Z,1,38.0,38.0,4.38,77.551
1,1,C,5,Z,1,39.0,39.0,4.39,75.053
1,1,C,5,Z,1,40.0,40.0,4.4,58.453
1,1,C,5,Z,1,41.0,41.0,4.41,91.646
1,1,C,5,Z,1,42.0,42.0,4.42,65.191
1,1,C,5,Z,1,43.0,43.0,4.43,83.616
1,1,C,5,Z,1,44.0,44.0,4.44,1.321
1,1,C,5,Z,1,45.0,45.0,4.45,21.827
1,1,C,5,Z,1,46.0,46.0,4.46,2.125
1,1,C,5,Z,1,47.0,47.0,4.47,86.492
1,1,C,5,Z,1,48.0,48.0,4.48,37.057
1,1,C,5,Z,1,49.0,49.0,4.49,97.565
1,1,C,5,Z,1,50.0,50.0,4.5,8.411
1,1,C,5,Z,1,51.0,51.0,4.51,78.79
1,1,C,5,Z,1,52.0,52.0,4.52,23.069
1,1,C,5,Z,1,53.0,53.0,4.53,54.065
1,1,C,5,Z,1,54.0,54.0,4.54,84.684
1,1,C,5,Z,1,55.0,55.0,4.55,4.47
1,1,C,5,Z,1,56.0,56.0,4.56,76.056
1,1,C,5,Z,1,57.0,57.0,4.57,83.671
1,1,C,5,Z,1,58.0,58.0,4.58,69.992
1,1,C,5,Z,1,59.0,59.0,4.59,82.425
1,1,C,5,Z,1,60.0,60.0,4.6,11.566
1,1,C,5,Z,1,61.0,61.0,4.61,39.763
1,1,C,5,Z,1,62.0,62.0,4.62,8.845
1,1,C,5,Z,1,63.0,63.0,4.63,59.239
1,1,C,5,Z,1,64.0,64.0,4.64,78.084
1,1,C,5,Z,1,65.0,65.0,4.65,10.806
1,1,C,5,Z,1,66.0,66.0,4.66,40.767
1,1,C,5,Z,1,67.0,67.0,4.67,27.584
1,1,C,5,Z,1,68.0,68.0,4.68,19.801
1,1,C,5,Z,1,69.0,69.0,4.69,24.762
1,1,C,5,Z,1,70.0,70.0,4.7,95.486
1,1,C,5,Z,1,71.0,71.0,4.71,96.259
1,1,C,5,Z,1,72.0,72.0,4.72,29.108
1,1,C,5,Z,1,73.0,73.0,4.73,59.538
1,1,C,5,Z,1,74.0,74.0,4.74,18.116
1,1,C,5,Z,1,75.0,75.0,4.75,72.412
1,1,C,5,Z,1,76.0,76.0,4.76,31.857
1,1,C,5,Z,1,77.0,77.0,4.77,91.177
1,1,C,5,Z,1,78.0,78.0,4.78,59.503
1,1,C,5,Z,1,79.0,79.0,4.79,45.55
1,1,C,5,Z,1,80.0,80.0,4.8,28.25
1,1,C,5,Z,1,81.0,81.0,4.81,71.435
1,1,C,5,Z,1,82.0,82.0,4.82,94.87
1,1,C,5,Z,1,83.0,83.0,4.83,8.953
1,1,C,5,Z,1,84.0,84.0,4.84,48.863
1,1,C,5,Z,1,85.0,85.0,4.85,98.037
1,1,C,5,Z,1,86.0,86.0,4.86,71.708
1,1,C,5,Z,1,87.0,87.0,4.87,11.3
1,1,C,5,Z,1,88.0,88.0,4.88,75.205
1,1,C,5,Z,1,89.0,89.0,4.89,13.25
1,1,C,5,Z,1,90.0,90.0,4.9,76.554
1,1,C,5,Z,1,91.0,91.0,4.91,98.371
1,1,C,5,Z,1,92.0,92.0,4.92,95.289
1,1,C,5,Z,1,93.0,93.0,4.93,38.917
1,1,C,5,Z,1,94.0,94.0,4.94,54.289
1,1,C,5,Z,1,95.0,95.0,4.95,39.248
1,1,C,5,Z,1,96.0,96.0,4.96,49.926
1,1,C,5,Z,1,97.0,97.0,4.97,82.16
1,1,C,5,Z,1,98.0,98.0,4.98,2.515
1,1,C,5,Z,1,99.0,99.0,4.99,87.612
1,1,C,4,Z,1,0.0,0.0,3.0,56.782
1,1,C,4,Z,1,1.0,1.0,3.01,38.69
1,1,C,4,Z,1,2.0,2.0,3.02,26.304
1,1,C,4,Z,1,3.0,3.0,3.03,40.106
1,1,C,4,Z,1,4.0,4.0,3.04,44.331
1,1,C,4,Z,1,5.0,5.0,3.05,19.68
1,1,C,4,Z,1,6.0,6.0,3.06,81.14
1,1,C,4,Z,1,7.0,7.0,3.07,90.119
1,1,C,4,Z,1,8.0,8.0,3.08,16.065
1,1,C,4,Z,1,9.0,9.0,3.09,92.303
1,1,C,4,Z,1,10.0,10.0,3.1,47.95
1,1,C,4,Z,1,11.0,11.0,3.11,92.6
1,1,C,4,Z,1,12.0,12.0,3.12,65.384
1,1,C,4,Z,1,13.0,13.0,3.13,64.853
1,1,C,4,Z,1,14.0,14.0,3.14,77.91
1,1,C,4,Z,1,15.0,15.0,3.15,24.487
1,1,C,4,Z,1,16.0,16.0,3.16,19.932
1,1,C,4,Z,1,17.0,17.0,3.17,99.65
1,1,C,4,Z,1,18.0,18.0,3.18,63.867
1,1,C,4,Z,1,19.0,19.0,3.19,99.207
1,1,C,4,Z,1,20.0,20.0,3.2,76.685
1,1,C,4,Z,1,21.0,21.0,3.21,59.383
1,1,C,4,Z,1,22.0,22.0,3.22,7.209
1,1,C,4,Z,1,23.0,23.0,3.23,97.71
1,1,C,4,Z,1,24.0,24.0,3.24,80.173
1,1,C,4,Z,1,25.0,25.0,3.25,50.282
1,1,C,4,Z,1,26.0,26.0,3.26,68.445
1,1,C,4,Z,1,27.0,27.0,3.27,92.568
1,1,C,4,Z,1,28.0,28.0,3.28,72.176
1,1,C,4,Z,1,29.0,29.0,3.29,96.82
1,1,C,4,Z,1,30.0,30.0,3.3,28.87
1,1,C,4,Z,1,31.0,31.0,3.31,93.252
1,1,C,4,Z,1,32.0,32.0,3.32,29.995
1,1,C,4,Z,1,33.0,33.0,3.33,26.329
1,1,C,4,Z,1,34.0,34.0,3.34,36.238
1,1,C,4,Z,1,35.0,35.0,3.35,22.305
1,1,C,4,Z,1,36.0,36.0,3.36,12.229
1,1,C,4,Z,1,37.0,37.0,3.37,77.392
1,1,C,4,Z,1,38.0,38.0,3.38,86.13
1,1,C,4,Z,1,39.0,39.0,3.39,43.103
1,1,C,4,Z,1,40.0,40.0,3.4,18.936
1,1,C,4,Z,1,41.0,41.0,3.41,72.495
1,1,C,4,Z,1,42.0,42.0,3.42,13.631
1,1,C,4,Z,1,43.0,43.0,3.43,67.91
1,1,C,4,Z,1,44.0,44.0,3.44,26.043
1,1,C,4,Z,1,45.0,45.0,3.45,83.312
1,1,C,4,Z,1,46.0,46.0,3.46,37.886
1,1,C,4,Z,1,47.0,47.0,3.47,94.216
1,1,C,4,Z,1,48.0,48.0,3.48,67.088
1,1,C,4,Z,1,49.0,49.0,3.49,31.667
1,1,C,4,Z,1,50.0,50.0,3.5,59.775
1,1,C,4,Z,1,51.0,51.0,3.51,32.907
1,1,C,4,Z,1,52.0,52.0,3.52,28.367
1,1,C,4,Z,1,53.0,53.0,3.53,91.21
1,1,C,4,Z,1,54.0,54.0,3.54,95.409
1,1,C,4,Z,1,55.0,55.0,3.55,62.182
1,1,C,4,Z,1,56.0,56.0,3.56,99.578
1,1,C,4,Z,1,57.0,57.0,3.57,75.364
1,1,C,4,Z,1,58.0,58.0,3.58,18.742
1,1,C,4,Z,1,59.0,59.0,3.59,11.236
1,1,C,4,Z,1,60.0,60.0,3.6,5.542
1,1,C,4,Z,1,61.0,61.0,3.61,26.774
1,1,C,4,Z,1,62.0,62.0,3.62,33.882
1,1,C,4,Z,1,63.0,63.0,3.63,33.614
1,1,C,4,Z,1,64.0,64.0,3.64,87.369
1,1,C,4,Z,1,65.0,65.0,3.65,26.393
1,1,C,4,Z,1,66.0,66.0,3.66,9.746
1,1,C,4,Z,1,67.0,67.0,3.67,22.534
1,1,C,4,Z,1,68.0,68.0,3.68,38.54
1,1,C,4,Z,1,69.0,69.0,3.69,13.033
1,1,C,4,Z,1,70.0,70.0,3.7,55.539
1,1,C,4,Z,1,71.0,71.0,3.71,67.02
1,1,C,4,Z,1,72.0,72.0,3.72,91.804
1,1,C,4,Z,1,73.0,73.0,3.73,65.987
1,1,C,4,Z,1,74.0,74.0,3.74,83.096
1,1,C,4,Z,1,75.0,75.0,3.75,47.837
1,1,C,4,Z,1,76.0,76.0,3.76,17.544
1,1,C,4,Z,1,77.0,77.0,3.77,3.266
1,1,C,4,Z,1,78.0,78.0,3.78,7.027
