Exp,Site,Hole,Core,CoreType,Section,TopOffset,BottomOffset,Depth,Data
1,1,A,3,Z,1,72.0,72.0,2.72,57.358
1,1,A,3,Z,1,73.0,73.0,2.73,82.619
1,1,A,3,Z,1,74.0,74.0,2.74,49.787
1,1,A,3,Z,1,75.0,75.0,2.75,14.598
1,1,A,3,Z,1,76.0,76.0,2.76,51.262
1,1,A,3,Z,1,77.0,77.0,2.77,21.821
1,1,A,3,Z,1,78.0,78.0,2.78,60.252
1,1,A,3,Z,1,79.0,79.0,2.79,58.661
1,1,A,3,Z,1,80.0,80.0,2.8,37.892
1,1,A,3,Z,1,81.0,81.0,2.81,30.264
1,1,A,3,Z,1,82.0,82.0,2.82,93.159
1,1,A,3,Z,1,83.0,83.0,2.83,12.189
1,1,A,3,Z,1,84.0,84.0,2.84,54.365
1,1,A,3,Z,1,85.0,85.0,2.85,87.167
1,1,A,3,Z,1,86.0,86.0,2.86,28.025
1,1,A,3,Z,1,87.0,87.0,2.87,13.899
1,1,A,3,Z,1,88.0,88.0,2.88,34.5
1,1,A,3,Z,1,89.0,89.0,2.89,2.398
1,1,A,3,Z,1,90.0,90.0,2.9,69.473
1,1,A,3,Z,1,91.0,91.0,2.91,58.305
1,1,A,3,Z,1,92.0,92.0,2.92,62.009
1,1,A,3,Z,1,93.0,93.0,2.93,37.517
1,1,A,3,Z,1,94.0,94.0,2.94,60.976
1,1,A,3,Z,1,95.0,95.0,2.95,23.4
1,1,A,3,Z,1,96.0,96.0,2.96,90.223
1,1,A,3,Z,1,97.0,97.0,2.97,31.56
1,1,A,3,Z,1,98.0,98.0,2.98,9.082
1,1,A,3,Z,1,99.0,99.0,2.99,12.506
1,1,A,2,Z,1,0.0,0.0,1.0,41.308
1,1,A,2,Z,1,1.0,1.0,1.01,97.494
1,1,A,2,Z,1,2.0,2.0,1.02,83.928
1,1,A,2,Z,1,3.0,3.0,1.03,58.529
1,1,A,2,Z,1,4.0,4.0,1.04,26.487
1,1,A,2,Z,1,5.0,5.0,1.05,54.556
1,1,A,2,Z,1,6.0,6.0,1.06,61.99
1,1,A,2,Z,1,7.0,7.0,1.07,75.669
1,1,A,2,Z,1,8.0,8.0,1.08,38.924
1,1,A,2,Z,1,9.0,9.0,1.09,91.932
1,1,A,2,Z,1,10.0,10.0,1.1,56.522
1,1,A,2,Z,1,11.0,11.0,1.11,32.742
1,1,A,2,Z,1,12.0,12.0,1.12,84.336
1,1,A,2,Z,1,13.0,13.0,1.13,65.156
1,1,A,2,Z,1,14.0,14.0,1.14,14.871
1,1,A,2,Z,1,15.0,15.0,1.15,21.613
1,1,A,2,Z,1,16.0,16.0,1.16,30.086
1,1,A,2,Z,1,17.0,17.0,1.17,31.54
1,1,A,2,Z,1,18.0,18.0,1.18,11.372
1,1,A,2,Z,1,19.0,19.0,1.19,74.706
1,1,A,2,Z,1,20.0,20.0,1.2,43.199
1,1,A,2,Z,1,21.0,21.0,1.21,15.64
1,1,A,2,Z,1,22.0,22.0,1.22,32.559
1,1,A,2,Z,1,23.0,23.0,1.23,37.043
1,1,A,2,Z,1,24.0,24.0,1.24,99.335
1,1,A,2,Z,1,25.0,25.0,1.25,26.85
1,1,A,2,Z,1,26.0,26.0,1.26,60.865
1,1,A,2,Z,1,27.0,27.0,1.27,12.21
1,1,A,2,Z,1,28.0,28.0,1.28,28.425
1,1,A,2,Z,1,29.0,29.0,1.29,90.437
1,1,A,2,Z,1,30.0,30.0,1.3,76.971
1,1,A,2,Z,1,31.0,31.0,1.31,41.353
1,1,A,2,Z,1,32.0,32.0,1.32,41.317
1,1,A,2,Z,1,33.0,33.0,1.33,87.479
1,1,A,2,Z,1,34.0,34.0,1.34,51.287
1,1,A,2,Z,1,35.0,35.0,1.35,77.426
1,1,A,2,Z,1,36.0,36.0,1.36,10.079
1,1,A,2,Z,1,37.0,37.0,1.37,47.024
1,1,A,2,Z,1,38.0,38.0,1.38,45.678
1,1,A,2,Z,1,39.0,39.0,1.39,52.383
1,1,A,2,Z,1,40.0,40.0,1.4,23.347
1,1,A,2,Z,1,41.0,41.0,1.41,20.191
1,1,A,2,Z,1,42.0,42.0,1.42,37.173
1,1,A,2,Z,1,43.0,43.0,1.43,1.459
1,1,A,2,Z,1,44.0,44.0,1.44,19.705
1,1,A,2,Z,1,45.0,45.0,1.45,77.247
1,1,A,2,Z,1,46.0,46.0,1.46,23.181
1,1,A,2,Z,1,47.0,47.0,1.47,12.391
1,1,A,2,Z,1,48.0,48.0,1.48,94.302
1,1,A,2,Z,1,49.0,49.0,1.49,6.224
1,1,A,2,Z,1,50.0,50.0,1.5,6.305
1,1,A,2,Z,1,51.0,51.0,1.51,89.333
1,1,A,2,Z,1,52.0,52.0,1.52,46.322
1,1,A,2,Z,1,53.0,53.0,1.53,61.435
1,1,A,2,Z,1,54.0,54.0,1.54,3.441
1,1,A,2,Z,1,55.0,55.0,1.55,29.017
1,1,A,2,Z,1,56.0,56.0,1.56,67.097
1,1,A,2,Z,1,57.0,57.0,1.57,64.301
1,1,A,2,Z,1,58.0,58.0,1.58,26.255
1,1,A,2,Z,1,59.0,59.0,1.59,85.115
1,1,A,2,Z,1,60.0,60.0,1.6,67.079
1,1,A,2,Z,1,61.0,61.0,1.61,4.001
1,1,A,2,Z,1,62.0,62.0,1.62,88.074
1,1,A,2,Z,1,63.0,63.0,1.63,59.797
1,1,A,2,Z,1,64.0,64.0,1.64,24.105
1,1,A,2,Z,1,65.0,65.0,1.65,25.819
1,1,A,2,Z,1,66.0,66.0,1.66,82.247
1,1,A,2,Z,1,67.0,67.0,1.67,57.258
1,1,A,2,Z,1,68.0,68.0,1.68,95.321
1,1,A,2,Z,1,69.0,69.0,1.69,50.434
1,1,A,2,Z,1,70.0,70.0,1.7,35.191
1,1,A,2,Z,1,71.0,71.0,1.71,57.61
1,1,A,2,Z,1,72.0,72.0,1.72,11.01
1,1,A,2,Z,1,73.0,73.0,1.73,93.278
1,1,A,2,Z,1,74.0,74.0,1.74,35.799
1,1,A,2,Z,1,75.0,75.0,1.75,21.008
1,1,A,2,Z,1,76.0,76.0,1.76,93.181
1,1,A,2,Z,1,77.0,77.0,1.77,72.542
1,1,A,2,Z,1,78.0,78.0,1.78,68.152
1,1,A,2,Z,1,79.0,79.0,1.79,54.179
1,1,A,2,Z,1,80.0,80.0,1.8,24.718
1,1,A,2,Z,1,81.0,81.0,1.81,62.297
1,1,A,2,Z,1,82.0,82.0,1.82,17.22
1,1,A,2,Z,1,83.0,83.0,1.83,68.952
1,1,A,2,Z,1,84.0,84.0,1.84,82.124
1,1,A,2,Z,1,85.0,85.0,1.85,60.374
1,1,A,2,Z,1,86.0,86.0,1.86,31.702
1,1,A,2,Z,1,87.0,87.0,1.87,55.642
1,1,A,2,Z,1,88.0,88.0,1.88,71.627
1,1,A,2,Z,1,89.0,89.0,1.89,32.03
1,1,A,2,Z,1,90.0,90.0,1.9,91.344
1,1,A,2,Z,1,91.0,91.0,1.91,8.837
1,1,A,2,Z,1,92.0,92.0,1.92,48.381
1,1,A,2,Z,1,93.0,93.0,1.93,39.356
1,1,A,2,Z,1,94.0,94.0,1.94,84.272
1,1,A,2,Z,1,95.0,95.0,1.95,23.902
1,1,A,2,Z,1,96.0,96.0,1.96,77.987
1,1,A,2,Z,1,97.0,97.0,1.97,3.866
1,1,A,2,Z,1,98.0,98.0,1.98,78.124
1,1,A,2,Z,1,99.0,99.0,1.99,57.971
1,1,A,5,Z,1,0.0,0.0,4.0,68.769
1,1,A,5,Z,1,1.0,1.0,4.01,56.243
1,1,A,5,Z,1,2.0,2.0,4.02,6.851
1,1,A,5,Z,1,3.0,3.0,4.03,45.347
1,1,A,5,Z,1,4.0,4.0,4.04,22.465
1,1,A,5,Z,1,5.0,5.0,4.05,46.976
1,1,A,5,Z,1,6.0,6.0,4.06,87.857
1,1,A,5,Z,1,7.0,7.0,4.07,34.76
1,1,A,5,Z,1,8.0,8.0,4.08,3.167
1,1,A,5,Z,1,9.0,9.0,4.09,39.473
1,1,A,5,Z,1,10.0,10.0,4.1,72.274
1,1,A,5,Z,1,11.0,11.0,4.11,66.762
1,1,A,5,Z,1,12.0,12.0,4.12,79.139
1,1,A,5,Z,1,13.0,13.0,4.13,67.005
1,1,A,5,Z,1,14.0,14.0,4.14,69.501
1,1,A,5,Z,1,15.0,15.0,4.15,74.029
1,1,A,5,Z,1,16.0,16.0,4.16,70.56
1,1,A,5,Z,1,17.0,17.0,4.17,83.011
1,1,A,5,Z,1,18.0,18.0,4.18,18.552
1,1,A,5,Z,1,19.0,19.0,4.19,34.094
1,1,A,5,Z,1,20.0,20.0,4.2,42.045
1,1,A,5,Z,1,21.0,21.0,4.21,42.258
1,1,A,5,Z,1,22.0,22.0,4.22,34.874
1,1,A,5,Z,1,23.0,23.0,4.23,15.994
1,1,A,5,Z,1,24.0,24.0,4.24,75.638
1,1,A,5,Z,1,25.0,25.0,4.25,15.509
1,1,A,5,Z,1,26.0,26.0,4.26,75.055
1,1,A,5,Z,1,27.0,27.0,4.27,69.514
1,1,A,5,Z,1,28.0,28.0,4.28,45.418
1,1,A,5,Z,1,29.0,29.0,4.29,29.483
1,1,A,5,Z,1,30.0,30.0,4.3,47.327
1,1,A,5,Z,1,31.0,31.0,4.31,13.159
1,1,A,5,Z,1,32.0,32.0,4.32,17.892
1,1,A,5,Z,1,33.0,33.0,4.33,28.981
1,1,A,5,Z,1,34.0,34.0,4.34,83.299
1,1,A,5,Z,1,35.0,35.0,4.35,64.72
1,1,A,5,Z,1,36.0,36.0,4.36,71.466
1,1,A,5,Z,1,37.0,37.0,4.37,22.598
1,1,A,5,Z,1,38.0,38.0,4.38,42.97
1,1,A,5,Z,1,39.0,39.0,4.39,14.393
1,1,A,5,Z,1,40.0,40.0,4.4,58.579
1,1,A,5,Z,1,41.0,41.0,4.41,24.89
1,1,A,5,Z,1,42.0,42.0,4.42,3.948
1,1,A,5,Z,1,43.0,43.0,4.43,96.5
1,1,A,5,Z,1,44.0,44.0,4.44,73.952
1,1,A,5,Z,1,45.0,45.0,4.45,68.719
1,1,A,5,Z,1,46.0,46.0,4.46,94.329
1,1,A,5,Z,1,47.0,47.0,4.47,52.436
1,1,A,5,Z,1,48.0,48.0,4.48,47.518
1,1,A,5,Z,1,49.0,49.0,4.49,86.096
1,1,A,5,Z,1,50.0,50.0,4.5,37.697
1,1,A,5,Z,1,51.0,51.0,4.51,97.14
1,1,A,5,Z,1,52.0,52.0,4.52,51.265
1,1,A,5,Z,1,53.0,53.0,4.53,71.867
1,1,A,5,Z,1,54.0,54.0,4.54,30.398
1,1,A,5,Z,1,55.0,55.0,4.55,52.568
1,1,A,5,Z,1,56.0,56.0,4.56,96.799
1,1,A,5,Z,1,57.0,57.0,4.57,44.125
1,1,A,5,Z,1,58.0,58.0,4.58,10.706
1,1,A,5,Z,1,59.0,59.0,4.59,80.851
1,1,A,5,Z,1,60.0,60.0,4.6,62.816
1,1,A,5,Z,1,61.0,61.0,4.61,15.558
1,1,A,5,Z,1,62.0,62.0,4.62,38.861
1,1,A,5,Z,1,63.0,63.0,4.63,46.897
1,1,A,5,Z,1,64.0,64.0,4.64,11.64
1,1,A,5,Z,1,65.0,65.0,4.65,4.704
1,1,A,5,Z,1,66.0,66.0,4.66,60.304
1,1,A,5,Z,1,67.0,67.0,4.67,87.221
1,1,A,5,Z,1,68.0,68.0,4.68,41.765
1,1,A,5,Z,1,69.0,69.0,4.69,45.398
1,1,A,5,Z,1,70.0,70.0,4.7,39.375
1,1,A,5,Z,1,71.0,71.0,4.71,67.161
1,1,A,5,Z,1,72.0,72.0,4.72,79.8
1,1,A,5,Z,1,73.0,73.0,4.73,36.77
1,1,A,5,Z,1,74.0,74.0,4.74,52.203
1,1,A,5,Z,1,75.0,75.0,4.75,75.515
1,1,A,5,Z,1,76.0,76.0,4.76,98.732
1,1,A,5,Z,1,77.0,77.0,4.77,44.76
1,1,A,5,Z,1,78.0,78.0,4.78,80.165
1,1,A,5,Z,1,79.0,79.0,4.79,60.316
1,1,A,5,Z,1,80.0,80.0,4.8,8.315
1,1,A,5,Z,1,81.0,81.0,4.81,42.521
1,1,A,5,Z,1,82.0,82.0,4.82,33.377
1,1,A,5,Z,1,83.0,83.0,4.83,22.643
1,1,A,5,Z,1,84.0,84.0,4.84,33.731
1,1,A,5,Z,1,85.0,85.0,4.85,1.285
1,1,A,5,Z,1,86.0,86.0,4.86,57.473
1,1,A,5,Z,1,87.0,87.0,4.87,13.907
1,1,A,5,Z,1,88.0,88.0,4.88,87.581
1,1,A,5,Z,1,89.0,89.0,4.89,53.991
1,1,A,5,Z,1,90.0,90.0,4.9,36.67
1,1,A,5,Z,1,91.0,91.0,4.91,87.458
1,1,A,5,Z,1,92.0,92.0,4.92,30.518
1,1,A,5,Z,1,93.0,93.0,4.93,97.24
1,1,A,5,Z,1,94.0,94.0,4.94,47.743
1,1,A,5,Z,1,95.0,95.0,4.95,60.585
1,1,A,5,Z,1,96.0,96.0,4.96,16.959
1,1,A,5,Z,1,97.0,97.0,4.97,13.349
1,1,A,5,Z,1,98.0,98.0,4.98,0.157
1,1,A,5,Z,1,99.0,99.0,4.99,74.874
1,1,A,4,Z,1,0.0,0.0,3.0,7.821
1,1,A,4,Z,1,1.0,1.0,3.01,63.68
1,1,A,4,Z,1,2.0,2.0,3.02,59.174
1,1,A,4,Z,1,3.0,3.0,3.03,14.036
1,1,A,4,Z,1,4.0,4.0,3.04,13.26
1,1,A,4,Z,1,5.0,5.0,3.05,36.17
1,1,A,4,Z,1,6.0,6.0,3.06,22.321
1,1,A,4,Z,1,7.0,7.0,3.07,46.744
1,1,A,4,Z,1,8.0,8.0,3.08,46.372
1,1,A,4,Z,1,9.0,9.0,3.09,31.666
1,1,A,4,Z,1,10.0,10.0,3.1,80.313
1,1,A,4,Z,1,11.0,11.0,3.11,46.85
1,1,A,4,Z,1,12.0,12.0,3.12,56.713
1,1,A,4,Z,1,13.0,13.0,3.13,39.167
1,1,A,4,Z,1,14.0,14.0,3.14,13.413
1,1,A,4,Z,1,15.0,15.0,3.15,51.494
1,1,A,4,Z,1,16.0,16.0,3.16,0.811
1,1,A,4,Z,1,17.0,17.0,3.17,77.818
1,1,A,4,Z,1,18.0,18.0,3.18,84.842
1,1,A,4,Z,1,19.0,19.0,3.19,56.741
1,1,A,4,Z,1,20.0,20.0,3.2,91.191
1,1,A,4,Z,1,21.0,21.0,3.21,70.466
1,1,A,4,Z,1,22.0,22.0,3.22,30.86
1,1,A,4,Z,1,23.0,23.0,3.23,58.762
1,1,A,4,Z,1,24.0,24.0,3.24,27.696
1,1,A,4,Z,1,25.0,25.0,3.25,47.376
1,1,A,4,Z,1,26.0,26.0,3.26,40.086
1,1,A,4,Z,1,27.0,27.0,3.27,47.659
1,1,A,4,Z,1,28.0,28.0,3.28,87.153
1,1,A,4,Z,1,29.0,29.0,3.29,83.474
1,1,A,4,Z,1,30.0,30.0,3.3,45.196
1,1,A,4,Z,1,31.0,31.0,3.31,13.744
1,1,A,4,Z,1,32.0,32.0,3.32,87.456
1,1,A,4,Z,1,33.0,33.0,3.33,90.046
1,1,A,4,Z,1,34.0,34.0,3.34,51.095
1,1,A,4,Z,1,35.0,35.0,3.35,66.179
1,1,A,4,Z,1,36.0,36.0,3.36,75.36
1,1,A,4,Z,1,37.0,37.0,3.37,94.882
1,1,A,4,Z,1,38.0,38.0,3.38,2.805
1,1,A,4,Z,1,39.0,39.0,3.39,11.146
1,1,A,4,Z,1,40.0,40.0,3.4,46.157
1,1,A,4,Z,1,41.0,41.0,3.41,40.485
1,1,A,4,Z,1,42.0,42.0,3.42,93.948
1,1,A,4,Z,1,43.0,43.0,3.43,1.011
1,1,A,4,Z,1,44.0,44.0,3.44,47.995
1,1,A,4,Z,1,45.0,45.0,3.45,67.715
1,1,A,4,Z,1,46.0,46.0,3.46,8.791
1,1,A,4,Z,1,47.0,47.0,3.47,48.751
1,1,A,4,Z,1,48.0,48.0,3.48,46.484
1,1,A,4,Z,1,49.0,49.0,3.49,40.202
1,1,A,4,Z,1,50.0,50.0,3.5,7.993
1,1,A,4,Z,1,51.0,51.0,3.51,43.607
1,1,A,4,Z,1,52.0,52.0,3.52,84.304
1,1,A,4,Z,1,53.0,53.0,3.53,41.539
1,1,A,4,Z,1,54.0,54.0,3.54,6.412
1,1,A,4,Z,1,55.0,55.0,3.55,10.803
1,1,A,4,Z,1,56.0,56.0,3.56,96.163
1,1,A,4,Z,1,57.0,57.0,3.57,81.069
1,1,A,4,Z,1,58.0,58.0,3.58,68.156
1,1,A,4,Z,1,59.0,59.0,3.59,87.851
1,1,A,4,Z,1,60.0,60.0,3.6,50.61
1,1,A,4,Z,1,61.0,61.0,3.61,15.342
1,1,A,4,Z,1,62.0,62.0,3.62,80.689
1,1,A,4,Z,1,63.0,63.0,3.63,55.184
1,1,A,4,Z,1,64.0,64.0,3.64,35.708
1,1,A,4,Z,1,65.0,65.0,3.65,8.796
1,1,A,4,Z,1,66.0,66.0,3.66,18.965
1,1,A,4,Z,1,67.0,67.0,3.67,79.037
1,1,A,4,Z,1,68.0,68.0,3.68,70.773
1,1,A,4,Z,1,69.0,69.0,3.69,41.384
1,1,A,4,Z,1,70.0,70.0,3.7,23.136
1,1,A,4,Z,1,71.0,71.0,3.71,46.596
1,1,A,4,Z,1,72.0,72.0,3.72,75.464
1,1,A,4,Z,1,73.0,73.0,3.73,41.261
1,1,A,4,Z,1,74.0,74.0,3.74,67.801
1,1,A,4,Z,1,75.0,75.0,3.75,35.345
1,1,A,4,Z,1,76.0,76.0,3.76,63.828
1,1,A,4,Z,1,77.0,77.0,3.77,1.817
1,1,A,4,Z,1,78.0,78.0,3.78,71.106
