Exp,Site,Hole,Core,CoreType,Section,TopOffset,BottomOffset,Depth,Data
1,1,B,3,Z,1,98.0,98.0,2.98,83.395
1,1,B,3,Z,1,99.0,99.0,2.99,64.505
1,1,B,2,Z,1,0.0,0.0,1.0,37.67
1,1,B,2,Z,1,1.0,1.0,1.01,64.564
1,1,B,2,Z,1,2.0,2.0,1.02,60.447
1,1,B,2,Z,1,3.0,3.0,1.03,80.653
1,1,B,2,Z,1,4.0,4.0,1.04,51.12
1,1,B,2,Z,1,5.0,5.0,1.05,47.46
1,1,B,2,Z,1,6.0,6.0,1.06,45.568
1,1,B,2,Z,1,7.0,7.0,1.07,87.176
1,1,B,2,Z,1,8.0,8.0,1.08,26.427
1,1,B,2,Z,1,9.0,9.0,1.09,46.496
1,1,B,2,Z,1,10.0,10.0,1.1,61.803
1,1,B,2,Z,1,11.0,11.0,1.11,58.188
1,1,B,2,Z,1,12.0,12.0,1.12,58.311
1,1,B,2,Z,1,13.0,13.0,1.13,59.93
1,1,B,2,Z,1,14.0,14.0,1.14,33.626
1,1,B,2,Z,1,15.0,15.0,1.15,74.518
1,1,B,2,Z,1,16.0,16.0,1.16,93.63
1,1,B,2,Z,1,17.0,17.0,1.17,29.637
1,1,B,2,Z,1,18.0,18.0,1.18,0.012
1,1,B,2,Z,1,19.0,19.0,1.19,6.33
1,1,B,2,Z,1,20.0,20.0,1.2,36.547
1,1,B,2,Z,1,21.0,21.0,1.21,45.314
1,1,B,2,Z,1,22.0,22.0,1.22,16.302
1,1,B,2,Z,1,23.0,23.0,1.23,68.532
1,1,B,2,Z,1,24.0,24.0,1.24,8.199
1,1,B,2,Z,1,25.0,25.0,1.25,48.741
1,1,B,2,Z,1,26.0,26.0,1.26,24.925
1,1,B,2,Z,1,27.0,27.0,1.27,47.535
1,1,B,2,Z,1,28.0,28.0,1.28,37.283
1,1,B,2,Z,1,29.0,29.0,1.29,12.583
1,1,B,2,Z,1,30.0,30.0,1.3,44.107
1,1,B,2,Z,1,31.0,31.0,1.31,23.807
1,1,B,2,Z,1,32.0,32.0,1.32,51.416
1,1,B,2,Z,1,33.0,33.0,1.33,37.155
1,1,B,2,Z,1,34.0,34.0,1.34,89.551
1,1,B,2,Z,1,35.0,35.0,1.35,90.949
1,1,B,2,Z,1,36.0,36.0,1.36,21.404
1,1,B,2,Z,1,37.0,37.0,1.37,19.782
1,1,B,2,Z,1,38.0,38.0,1.38,87.411
1,1,B,2,Z,1,39.0,39.0,1.39,1.753
1,1,B,2,Z,1,40.0,40.0,1.4,83.311
1,1,B,2,Z,1,41.0,41.0,1.41,13.886
1,1,B,2,Z,1,42.0,42.0,1.42,94.641
1,1,B,2,Z,1,43.0,43.0,1.43,64.799
1,1,B,2,Z,1,44.0,44.0,1.44,60.53
1,1,B,2,Z,1,45.0,45.0,1.45,13.985
1,1,B,2,Z,1,46.0,46.0,1.46,92.545
1,1,B,2,Z,1,47.0,47.0,1.47,46.653
1,1,B,2,Z,1,48.0,48.0,1.48,40.048
1,1,B,2,Z,1,49.0,49.0,1.49,34.293
1,1,B,2,Z,1,50.0,50.0,1.5,71.781
1,1,B,2,Z,1,51.0,51.0,1.51,28.432
1,1,B,2,Z,1,52.0,52.0,1.52,12.06
1,1,B,2,Z,1,53.0,53.0,1.53,77.04
1,1,B,2,Z,1,54.0,54.0,1.54,57.532
1,1,B,2,Z,1,55.0,55.0,1.55,44.04
1,1,B,2,Z,1,56.0,56.0,1.56,68.642
1,1,B,2,Z,1,57.0,57.0,1.57,54.907
1,1,B,2,Z,1,58.0,58.0,1.58,97.237
1,1,B,2,Z,1,59.0,59.0,1.59,67.523
1,1,B,2,Z,1,60.0,60.0,1.6,57.945
1,1,B,2,Z,1,61.0,61.0,1.61,23.212
1,1,B,2,Z,1,62.0,62.0,1.62,22.865
1,1,B,2,Z,1,63.0,63.0,1.63,44.887
1,1,B,2,Z,1,64.0,64.0,1.64,52.431
1,1,B,2,Z,1,65.0,65.0,1.65,52.236
1,1,B,2,Z,1,66.0,66.0,1.66,92.985
1,1,B,2,Z,1,67.0,67.0,1.67,39.445
1,1,B,2,Z,1,68.0,68.0,1.68,64.733
1,1,B,2,Z,1,69.0,69.0,1.69,27.391
1,1,B,2,Z,1,70.0,70.0,1.7,97.8
1,1,B,2,Z,1,71.0,71.0,1.71,10.976
1,1,B,2,Z,1,72.0,72.0,1.72,3.082
1,1,B,2,Z,1,73.0,73.0,1.73,2.996
1,1,B,2,Z,1,74.0,74.0,1.74,46.788
1,1,B,2,Z,1,75.0,75.0,1.75,67.698
1,1,B,2,Z,1,76.0,76.0,1.76,88.233
1,1,B,2,Z,1,77.0,77.0,1.77,6.809
1,1,B,2,Z,1,78.0,78.0,1.78,65.94
1,1,B,2,Z,1,79.0,79.0,1.79,40.865
1,1,B,2,Z,1,80.0,80.0,1.8,26.113
1,1,B,2,Z,1,81.0,81.0,1.81,90.349
1,1,B,2,Z,1,82.0,82.0,1.82,22.005
1,1,B,2,Z,1,83.0,83.0,1.83,97.82
1,1,B,2,Z,1,84.0,84.0,1.84,65.098
1,1,B,2,Z,1,85.0,85.0,1.85,93.447
1,1,B,2,Z,1,86.0,86.0,1.86,47.561
1,1,B,2,Z,1,87.0,87.0,1.87,94.527
1,1,B,2,Z,1,88.0,88.0,1.88,55.25
1,1,B,2,Z,1,89.0,89.0,1.89,33.105
1,1,B,2,Z,1,90.0,90.0,1.9,49.934
1,1,B,2,Z,1,91.0,91.0,1.91,22.495
1,1,B,2,Z,1,92.0,92.0,1.92,53.764
1,1,B,2,Z,1,93.0,93.0,1.93,82.252
1,1,B,2,Z,1,94.0,94.0,1.94,42.824
1,1,B,2,Z,1,95.0,95.0,1.95,55.061
1,1,B,2,Z,1,96.0,96.0,1.96,80.32
1,1,B,2,Z,1,97.0,97.0,1.97,96.573
1,1,B,2,Z,1,98.0,98.0,1.98,44.614
1,1,B,2,Z,1,99.0,99.0,1.99,72.307
1,1,B,5,Z,1,0.0,0.0,4.0,15.59
1,1,B,5,Z,1,1.0,1.0,4.01,42.659
1,1,B,5,Z,1,2.0,2.0,4.02,4.554
1,1,B,5,Z,1,3.0,3.0,4.03,1.143
1,1,B,5,Z,1,4.0,4.0,4.04,1.656
1,1,B,5,Z,1,5.0,5.0,4.05,94.878
1,1,B,5,Z,1,6.0,6.0,4.06,98.976
1,1,B,5,Z,1,7.0,7.0,4.07,22.512
1,1,B,5,Z,1,8.0,8.0,4.08,98.403
1,1,B,5,Z,1,9.0,9.0,4.09,66.735
1,1,B,5,Z,1,10.0,10.0,4.1,41.59
1,1,B,5,Z,1,11.0,11.0,4.11,68.342
1,1,B,5,Z,1,12.0,12.0,4.12,4.013
1,1,B,5,Z,1,13.0,13.0,4.13,6.9
1,1,B,5,Z,1,14.0,14.0,4.14,39.827
1,1,B,5,Z,1,15.0,15.0,4.15,33.165
1,1,B,5,Z,1,16.0,16.0,4.16,29.6
1,1,B,5,Z,1,17.0,17.0,4.17,1.199
1,1,B,5,Z,1,18.0,18.0,4.18,73.644
1,1,B,5,Z,1,19.0,19.0,4.19,50.152
1,1,B,5,Z,1,20.0,20.0,4.2,92.834
1,1,B,5,Z,1,21.0,21.0,4.21,72.815
1,1,B,5,Z,1,22.0,22.0,4.22,44.679
1,1,B,5,Z,1,23.0,23.0,4.23,4.04
1,1,B,5,Z,1,24.0,24.0,4.24,2.716
1,1,B,5,Z,1,25.0,25.0,4.25,46.013
1,1,B,5,Z,1,26.0,26.0,4.26,61.102
1,1,B,5,Z,1,27.0,27.0,4.27,59.045
1,1,B,5,Z,1,28.0,28.0,4.28,10.007
1,1,B,5,Z,1,29.0,29.0,4.29,65.462
1,1,B,5,Z,1,30.0,30.0,4.3,0.926
1,1,B,5,Z,1,31.0,31.0,4.31,41.13
1,1,B,5,Z,1,32.0,32.0,4.32,13.807
1,1,B,5,Z,1,33.0,33.0,4.33,49.373
1,1,B,5,Z,1,34.0,34.0,4.34,77.305
1,1,B,5,Z,1,35.0,35.0,4.35,57.779
1,1,B,5,Z,1,36.0,36.0,4.36,55.708
1,1,B,5,Z,1,37.0,37.0,4.37,87.122
1,1,B,5,Z,1,38.0,38.0,4.38,99.053
1,1,B,5,Z,1,39.0,39.0,4.39,32.269
1,1,B,5,Z,1,40.0,40.0,4.4,88.779
1,1,B,5,Z,1,41.0,41.0,4.41,54.37
1,1,B,5,Z,1,42.0,42.0,4.42,64.6
1,1,B,5,Z,1,43.0,43.0,4.43,81.788
1,1,B,5,Z,1,44.0,44.0,4.44,14.101
1,1,B,5,Z,1,45.0,45.0,4.45,32.544
1,1,B,5,Z,1,46.0,46.0,4.46,60.064
1,1,B,5,Z,1,47.0,47.0,4.47,40.909
1,1,B,5,Z,1,48.0,48.0,4.48,30.013
1,1,B,5,Z,1,49.0,49.0,4.49,21.413
1,1,B,5,Z,1,50.0,50.0,4.5,89.832
1,1,B,5,Z,1,51.0,51.0,4.51,16.454
1,1,B,5,Z,1,52.0,52.0,4.52,71.467
1,1,B,5,Z,1,53.0,53.0,4.53,86.279
1,1,B,5,Z,1,54.0,54.0,4.54,65.325
1,1,B,5,Z,1,55.0,55.0,4.55,43.326
1,1,B,5,Z,1,56.0,56.0,4.56,24.761
1,1,B,5,Z,1,57.0,57.0,4.57,30.706
1,1,B,5,Z,1,58.0,58.0,4.58,75.19
1,1,B,5,Z,1,59.0,59.0,4.59,93.15
1,1,B,5,Z,1,60.0,60.0,4.6,68.73
1,1,B,5,Z,1,61.0,61.0,4.61,17.858
1,1,B,5,Z,1,62.0,62.0,4.62,50.309
1,1,B,5,Z,1,63.0,63.0,4.63,38.157
1,1,B,5,Z,1,64.0,64.0,4.64,29.184
1,1,B,5,Z,1,65.0,65.0,4.65,72.769
1,1,B,5,Z,1,66.0,66.0,4.66,93.65
1,1,B,5,Z,1,67.0,67.0,4.67,24.951
1,1,B,5,Z,1,68.0,68.0,4.68,70.601
1,1,B,5,Z,1,69.0,69.0,4.69,22.441
1,1,B,5,Z,1,70.0,70.0,4.7,37.872
1,1,B,5,Z,1,71.0,71.0,4.71,38.957
1,1,B,5,Z,1,72.0,72.0,4.72,72.002
1,1,B,5,Z,1,73.0,73.0,4.73,96.138
1,1,B,5,Z,1,74.0,74.0,4.74,37.406
1,1,B,5,Z,1,75.0,75.0,4.75,60.232
1,1,B,5,Z,1,76.0,76.0,4.76,86.208
1,1,B,5,Z,1,77.0,77.0,4.77,84.226
1,1,B,5,Z,1,78.0,78.0,4.78,69.495
1,1,B,5,Z,1,79.0,79.0,4.79,4.37
1,1,B,5,Z,1,80.0,80.0,4.8,58.432
1,1,B,5,Z,1,81.0,81.0,4.81,36.173
1,1,B,5,Z,1,82.0,82.0,4.82,2.205
1,1,B,5,Z,1,83.0,83.0,4.83,44.492
1,1,B,5,Z,1,84.0,84.0,4.84,12.755
1,1,B,5,Z,1,85.0,85.0,4.85,58.058
1,1,B,5,Z,1,86.0,86.0,4.86,31.769
1,1,B,5,Z,1,87.0,87.0,4.87,96.387
1,1,B,5,Z,1,88.0,88.0,4.88,71.193
1,1,B,5,Z,1,89.0,89.0,4.89,28.632
1,1,B,5,Z,1,90.0,90.0,4.9,67.154
1,1,B,5,Z,1,91.0,91.0,4.91,98.563
1,1,B,5,Z,1,92.0,92.0,4.92,40.553
1,1,B,5,Z,1,93.0,93.0,4.93,37.104
1,1,B,5,Z,1,94.0,94.0,4.94,61.1
1,1,B,5,Z,1,95.0,95.0,4.95,17.25
1,1,B,5,Z,1,96.0,96.0,4.96,7.183
1,1,B,5,Z,1,97.0,97.0,4.97,3.853
1,1,B,5,Z,1,98.0,98.0,4.98,85.858
1,1,B,5,Z,1,99.0,99.0,4.99,20.001
1,1,B,4,Z,1,0.0,0.0,3.0,88.805
1,1,B,4,Z,1,1.0,1.0,3.01,63.419
1,1,B,4,Z,1,2.0,2.0,3.02,0.508
1,1,B,4,Z,1,3.0,3.0,3.03,63.578
1,1,B,4,Z,1,4.0,4.0,3.04,9.774
1,1,B,4,Z,1,5.0,5.0,3.05,48.944
1,1,B,4,Z,1,6.0,6.0,3.06,56.225
1,1,B,4,Z,1,7.0,7.0,3.07,17.887
1,1,B,4,Z,1,8.0,8.0,3.08,91.515
1,1,B,4,Z,1,9.0,9.0,3.09,18.47
1,1,B,4,Z,1,10.0,10.0,3.1,57.595
1,1,B,4,Z,1,11.0,11.0,3.11,87.664
1,1,B,4,Z,1,12.0,12.0,3.12,47.491
1,1,B,4,Z,1,13.0,13.0,3.13,30.574
1,1,B,4,Z,1,14.0,14.0,3.14,71.253
1,1,B,4,Z,1,15.0,15.0,3.15,70.286
1,1,B,4,Z,1,16.0,16.0,3.16,26.052
1,1,B,4,Z,1,17.0,17.0,3.17,27.874
1,1,B,4,Z,1,18.0,18.0,3.18,62.867
1,1,B,4,Z,1,19.0,19.0,3.19,98.477
1,1,B,4,Z,1,20.0,20.0,3.2,47.014
1,1,B,4,Z,1,21.0,21.0,3.21,18.688
1,1,B,4,Z,1,22.0,22.0,3.22,68.326
1,1,B,4,Z,1,23.0,23.0,3.23,80.911
1,1,B,4,Z,1,24.0,24.0,3.24,65.365
1,1,B,4,Z,1,25.0,25.0,3.25,66.59
1,1,B,4,Z,1,26.0,26.0,3.26,30.553
1,1,B,4,Z,1,27.0,27.0,3.27,84.064
1,1,B,4,Z,1,28.0,28.0,3.28,52.898
1,1,B,4,Z,1,29.0,29.0,3.29,42.18
1,1,B,4,Z,1,30.0,30.0,3.3,56.02
1,1,B,4,Z,1,31.0,31.0,3.31,62.806
1,1,B,4,Z,1,32.0,32.0,3.32,46.158
1,1,B,4,Z,1,33.0,33.0,3.33,31.358
1,1,B,4,Z,1,34.0,34.0,3.34,84.406
1,1,B,4,Z,1,35.0,35.0,3.35,20.669
1,1,B,4,Z,1,36.0,36.0,3.36,87.907
1,1,B,4,Z,1,37.0,37.0,3.37,33.841
1,1,B,4,Z,1,38.0,38.0,3.38,39.832
1,1,B,4,Z,1,39.0,39.0,3.39,52.255
1,1,B,4,Z,1,40.0,40.0,3.4,63.72
1,1,B,4,Z,1,41.0,41.0,3.41,71.687
1,1,B,4,Z,1,42.0,42.0,3.42,8.829
1,1,B,4,Z,1,43.0,43.0,3.43,37.123
1,1,B,4,Z,1,44.0,44.0,3.44,86.146
1,1,B,4,Z,1,45.0,45.0,3.45,67.252
1,1,B,4,Z,1,46.0,46.0,3.46,52.943
1,1,B,4,Z,1,47.0,47.0,3.47,86.698
1,1,B,4,Z,1,48.0,48.0,3.48,44.393
1,1,B,4,Z,1,49.0,49.0,3.49,20.965
1,1,B,4,Z,1,50.0,50.0,3.5,11.361
1,1,B,4,Z,1,51.0,51.0,3.51,72.19
1,1,B,4,Z,1,52.0,52.0,3.52,70.9
1,1,B,4,Z,1,53.0,53.0,3.53,81.883
1,1,B,4,Z,1,54.0,54.0,3.54,88.616
1,1,B,4,Z,1,55.0,55.0,3.55,66.486
1,1,B,4,Z,1,56.0,56.0,3.56,27.751
1,1,B,4,Z,1,57.0,57.0,3.57,39.135
1,1,B,4,Z,1,58.0,58.0,3.58,73.753
1,1,B,4,Z,1,59.0,59.0,3.59,63.936
1,1,B,4,Z,1,60.0,60.0,3.6,91.699
1,1,B,4,Z,1,61.0,61.0,3.61,65.382
1,1,B,4,Z,1,62.0,62.0,3.62,82.766
1,1,B,4,Z,1,63.0,63.0,3.63,42.416
1,1,B,4,Z,1,64.0,64.0,3.64,76.212
1,1,B,4,Z,1,65.0,65.0,3.65,49.156
1,1,B,4,Z,1,66.0,66.0,3.66,60.804
1,1,B,4,Z,1,67.0,67.0,3.67,92.175
1,1,B,4,Z,1,68.0,68.0,3.68,56.667
1,1,B,4,Z,1,69.0,69.0,3.69,22.494
1,1,B,4,Z,1,70.0,70.0,3.7,31.087
1,1,B,4,Z,1,71.0,71.0,3.71,86.511
1,1,B,4,Z,1,72.0,72.0,3.72,43.652
1,1,B,4,Z,1,73.0,73.0,3.73,24.676
1,1,B,4,Z,1,74.0,74.0,3.74,14.459
1,1,B,4,Z,1,75.0,75.0,3.75,72.669
1,1,B,4,Z,1,76.0,76.0,3.76,24.453
1,1,B,4,Z,1,77.0,77.0,3.77,53.049
1,1,B,4,Z,1,78.0,78.0,3.78,58.668
